-0.1;1.02468009749958;0.0052;1.0439
-0.3;1.07097590916941;0.015;1.1271
-0.4;1.09282188843496;0.0197;1.1668
-0.5;1.11398106527887;0.0241;1.2052
-0.6;1.13456119575503;0.0284;1.2426
-0.7;1.15447455385772;0.0327;1.279
-0.8;1.17382698786728;0.0367;1.3145
-0.9;1.19272216525244;0.0409;1.349
-1;1.21116644382623;0.0446;1.3829
