1.1109999999999998e-01,3.9507160500000005e-01,
1.9899999999999995e-01,6.4160100000000009e-01,
2.7049999999999996e-01,7.9825537500000010e-01,
3.2979999999999998e-01,8.9833608000000009e-01,
3.7929999999999997e-01,9.6317122500000008e-01,
4.2049999999999998e-01,1.0074607500000001e+00,
4.5540000000000003e-01,1.0380620599999999e+00,
4.8480000000000001e-01,1.0617241600000000e+00,
5.1000000000000001e-01,1.0804499999999999e+00,
5.3210000000000002e-01,1.0946520499999999e+00,
5.5099999999999993e-01,1.1088055000000001e+00,
5.6820000000000004e-01,1.1187074400000001e+00,
5.8319999999999994e-01,1.1291945600000000e+00,
5.9640000000000004e-01,1.1402507200000001e+00,
6.0929999999999995e-01,1.1448486750000000e+00,
6.2080000000000002e-01,1.1503411200000000e+00,
6.3090000000000002e-01,1.1579958849999998e+00,
6.4060000000000006e-01,1.1625152400000001e+00,
6.4979999999999993e-01,1.1650803800000000e+00,
6.5799999999999992e-01,1.1696400000000002e+00,
6.6510000000000002e-01,1.1776591049999998e+00,
6.7310000000000003e-01,1.1754997100000002e+00,
6.7979999999999996e-01,1.1790724599999998e+00,
6.8559999999999999e-01,1.1861683200000002e+00,
